strategy,date,direction,entry_time,exit_time,entry_underlying,exit_underlying,entry_premium,exit_premium,qty,gross_pnl,fees,net_pnl,reason,setup,symbol,instrument,regime,segment
rsi_bounce,2025-10-03,bullish,10:25,,742.7,744.15,742.7,744.15,111,160.94999999999243,109.31,51.64,RSI5_50,S1,INDUSINDBK-EQ,equity,BULL,all
rsi_bounce,2025-10-03,bullish,10:35,,744.15,743.75,744.15,743.75,111,-44.399999999997476,109.33,-153.73,RSI5_50,S1,INDUSINDBK-EQ,equity,BULL,all
rsi_bounce,2025-10-03,bullish,10:25,,1969.6,1975.5,1969.6,1975.5,42,247.80000000000382,109.56,138.24,RSI5_50,S1,BAJAJFINSV-EQ,equity,BULL,all
rsi_bounce,2025-10-03,bullish,10:45,,1173.9,1175.5,1173.9,1175.5,70,111.99999999999363,109.08,2.92,RSI5_50,S1,AXISBANK-EQ,equity,BULL,all
rsi_bounce,2025-10-03,bullish,10:50,,172.73,172.8,172.73,172.8,480,33.60000000001037,109.6,-76.0,RSI5_50,S1,IRCON-EQ,equity,BULL,all
rsi_bounce,2025-10-03,bullish,11:15,,1359.2,1360.3,1359.2,1360.3,61,67.09999999999445,109.62,-42.52,RSI5_50,S1,RELIANCE-EQ,equity,BULL,all
rsi_bounce,2025-10-03,bullish,10:25,,1622.1,1614.2,1622.1,1614.2,51,-402.89999999999304,109.25,-512.15,RSI5_50,S1,SUNPHARMA-EQ,equity,BULL,all
rsi_bounce,2025-10-03,bullish,10:45,,1775.9,1774.3,1775.9,1774.3,46,-73.60000000000628,108.63,-182.23,RSI5_50,S1,SBILIFE-EQ,equity,BULL,all
rsi_bounce,2025-10-03,bullish,11:40,,1129.5,1130.8,1129.5,1130.8,73,94.89999999999668,109.29,-14.39,RSI5_50,S1,TATACONSUM-EQ,equity,BULL,all
rsi_bounce,2025-10-03,bullish,11:55,,865.5,866.25,865.5,866.25,95,71.25,109.1,-37.85,RSI5_50,S1,SBIN-EQ,equity,BULL,all
rsi_bounce,2025-10-03,bullish,13:05,,410.4,410.55,410.4,410.55,202,30.30000000000689,109.6,-79.3,RSI5_50,S1,BEL-EQ,equity,BULL,all
rsi_bounce,2025-10-03,bullish,13:05,,2776.7,2775.0,2776.7,2775.0,29,-49.299999999994725,107.76,-157.06,RSI5_50,S1,GRASIM-EQ,equity,BULL,all
rsi_bounce,2025-10-03,bullish,13:30,,5125.0,5120.0,5125.0,5120.0,16,10.0,128.86,-118.86,RSI5_50,S1,LTM-EQ,equity,BULL,all
rsi_bounce,2025-10-06,bullish,10:50,,1364.1,1364.4,1364.1,1364.4,60,18.000000000010914,108.79,-90.79,RSI5_50,S1,ICICIBANK-EQ,equity,BULL,all
rsi_bounce,2025-10-06,bullish,10:50,,536.6,537.7,536.6,537.7,154,169.4000000000035,109.46,59.94,RSI5_50,S1,JSWENERGY-EQ,equity,BULL,all
rsi_bounce,2025-10-06,bullish,10:45,,407.8,408.0,407.8,408.0,203,40.59999999999769,109.51,-68.91,RSI5_50,S1,BEL-EQ,equity,BULL,all
rsi_bounce,2025-10-06,bullish,11:10,,1397.9,1399.7,1397.9,1399.7,59,106.19999999999732,109.32,-3.12,RSI5_50,S1,ADANIPORTS-EQ,equity,BULL,all
rsi_bounce,2025-10-06,bullish,11:25,,132.21,131.86,132.21,131.86,627,-219.44999999999644,109.47,-328.92,TIME75,S1,SAIL-EQ,equity,BULL,all
rsi_bounce,2025-10-06,bullish,12:25,,12036.0,12065.0,12036.0,12065.0,6,141.0,121.62,19.38,RSI5_50,S1,ULTRACEMCO-EQ,equity,BULL,all
rsi_bounce,2025-10-06,bullish,12:35,,755.0,756.0,755.0,756.0,109,109.0,109.18,-0.18,RSI5_50,S1,HDFCLIFE-EQ,equity,BULL,all
rsi_15min,2025-10-06,bullish,11:15,,113.87,114.2,113.87,114.2,728,240.23999999999876,109.7,130.54,S3_RSI50,S3,PNB-EQ,equity,BULL,all
rsi_15min,2025-10-06,bullish,11:40,,169.69,169.9,169.69,169.9,489,102.69000000000389,109.7,-7.01,S3_RSI50,S3,TATASTEEL-EQ,equity,BULL,all
rsi_bounce,2025-10-07,bullish,10:25,,759.9,761.15,759.9,761.15,109,136.25,109.6,26.65,RSI5_50,S1,HDFCLIFE-EQ,equity,BULL,all
rsi_bounce,2025-10-07,bullish,10:20,,5265.0,5274.5,5265.0,5274.5,15,142.5,106.7,35.8,RSI5_50,S1,LTM-EQ,equity,BULL,all
rsi_bounce,2025-10-07,bullish,10:25,,338.45,337.15,338.45,337.15,245,-318.5000000000028,109.43,-427.93,TIME75,S1,NTPC-EQ,equity,BULL,all
rsi_bounce,2025-10-07,bullish,11:25,,1374.9,1375.1,1374.9,1375.1,60,11.999999999989086,109.28,-97.28,RSI5_50,S1,ICICIBANK-EQ,equity,BULL,all
rsi_bounce,2025-10-07,bullish,11:00,,132.0,131.9,132.0,131.9,628,-62.79999999999643,109.55,-172.35,RSI5_50,S1,SAIL-EQ,equity,BULL,all
rsi_bounce,2025-10-07,bullish,12:40,,1653.5,1651.3,1653.5,1651.3,50,-110.00000000000227,109.36,-219.36,RSI5_50,S1,SUNPHARMA-EQ,equity,BULL,all
rsi_bounce,2025-10-07,bullish,12:40,,338.5,337.35,338.5,337.35,245,-83.29999999999944,129.47,-212.77,RSI5_50,S1,ETERNAL-EQ,equity,BULL,all
rsi_15min,2025-10-07,bullish,11:25,,1175.9,1177.3,1175.9,1177.3,70,97.99999999999045,109.18,-11.18,S3_RSI50,S3,NESTLEIND-EQ,equity,BULL,all
rsi_15min,2025-10-07,bullish,11:25,,1403.4,1405.7,1403.4,1405.7,59,135.69999999999732,109.57,26.13,S3_RSI50,S3,ADANIPORTS-EQ,equity,BULL,all
rsi_15min,2025-10-07,bullish,11:25,,2351.1,2353.6,2351.1,2353.6,35,87.5,109.17,-21.67,S3_RSI50,S3,ASIANPAINT-EQ,equity,BULL,all
rsi_15min,2025-10-07,bullish,11:40,,399.75,400.3,399.75,400.3,207,113.85000000000235,109.52,4.33,S3_RSI50,S3,ITC-EQ,equity,BULL,all
rsi_bounce,2025-10-08,bullish,10:15,,2340.5,2348.3,2340.5,2348.3,35,273.00000000000637,108.98,164.02,RSI5_50,S1,ASIANPAINT-EQ,equity,BULL,all
rsi_bounce,2025-10-08,bullish,10:40,,745.05,745.15,745.05,745.15,111,11.100000000002524,109.43,-98.33,RSI5_50,S1,INDUSINDBK-EQ,equity,BULL,all
rsi_bounce,2025-10-08,bullish,10:15,,750.1,745.4,750.1,745.4,110,-517.000000000005,109.03,-626.03,TIME75,S1,HDFCLIFE-EQ,equity,BULL,all
rsi_bounce,2025-10-08,bullish,10:25,,1379.3,1369.7,1379.3,1369.7,60,-575.9999999999945,109.19,-685.19,TIME75,S1,RELIANCE-EQ,equity,BULL,all
rsi_bounce,2025-10-08,bullish,11:35,,1939.7,1939.9,1939.7,1939.9,42,8.40000000000191,108.51,-100.11,RSI5_50,S1,BHARTIARTL-EQ,equity,BULL,all
rsi_bounce,2025-10-08,bullish,11:10,,399.5,398.15,399.5,398.15,207,-279.4500000000047,109.29,-388.74,TIME75,S1,ITC-EQ,equity,BULL,all
rsi_bounce,2025-10-08,bullish,12:25,,383.15,383.9,383.15,383.9,216,162.0,109.54,52.46,RSI5_50,S1,COALINDIA-EQ,equity,BULL,all
rsi_bounce,2025-10-08,bullish,12:25,,6166.0,6190.0,6166.0,6190.0,13,312.0,107.66,204.34,RSI5_50,S1,DIVISLAB-EQ,equity,BULL,all
rsi_bounce,2025-10-08,bullish,12:05,,1637.2,1636.7,1637.2,1636.7,50,-25.0,108.78,-133.78,RSI5_50,S1,SUNPHARMA-EQ,equity,BULL,all
rsi_15min,2025-10-08,bullish,11:15,,975.45,977.55,975.45,977.55,85,178.49999999999227,109.67,68.83,S3_RSI50,S3,HDFCBANK-EQ,equity,BULL,all
rsi_15min,2025-10-08,bullish,11:15,,1388.0,1393.0,1388.0,1393.0,59,295.0,108.96,186.04,S3_RSI50,S3,ADANIPORTS-EQ,equity,BULL,all
rsi_15min,2025-10-08,bullish,11:15,,423.3,422.86,423.3,422.86,196,-86.23999999999955,109.58,-195.82,S3_TIME75,S3,KOTAKBANK-EQ,equity,BULL,all
rsi_15min,2025-10-08,bullish,14:25,,3083.73,3087.93,3083.73,3087.93,26,109.19999999999527,107.59,1.61,S3_EXIT,S3,TRENT-EQ,equity,BULL,all
rsi_bounce,2025-10-09,bullish,10:15,,331.35,331.25,331.35,331.25,250,-25.000000000005684,109.52,-134.52,RSI5_50,S1,NTPC-EQ,equity,BULL,all
rsi_bounce,2025-10-09,bullish,10:15,,971.65,971.7,971.65,971.7,85,4.250000000005798,109.35,-105.1,RSI5_50,S1,HDFCBANK-EQ,equity,BULL,all
rsi_bounce,2025-10-09,bullish,10:20,,1366.7,1367.4,1366.7,1367.4,60,42.00000000000273,108.92,-66.92,RSI5_50,S1,ICICIBANK-EQ,equity,BULL,all
rsi_bounce,2025-10-09,bullish,10:20,,1490.0,1493.2,1490.0,1493.2,55,176.0000000000025,108.96,67.04,RSI5_50,S1,INFY-EQ,equity,BULL,all
rsi_bounce,2025-10-09,bullish,10:15,,1933.5,1935.5,1933.5,1935.5,42,84.0,108.35,-24.35,RSI5_50,S1,BHARTIARTL-EQ,equity,BULL,all
rsi_bounce,2025-10-09,bullish,10:30,,1170.5,1171.3,1170.5,1171.3,70,55.99999999999682,108.89,-52.89,RSI5_50,S1,AXISBANK-EQ,equity,BULL,all
rsi_bounce,2025-10-09,bullish,10:55,,1633.6,1636.5,1633.6,1636.5,50,145.00000000000455,108.74,36.26,RSI5_50,S1,SUNPHARMA-EQ,equity,BULL,all
rsi_bounce,2025-10-09,bullish,12:20,,399.2,399.25,399.2,399.25,207,10.350000000002353,109.39,-99.04,RSI5_50,S1,ITC-EQ,equity,BULL,all
rsi_bounce,2025-10-09,bullish,12:15,,1250.3,1246.1,1250.3,1246.1,66,-277.200000000003,109.15,-386.35,RSI5_50,S1,DRREDDY-EQ,equity,BULL,all
rsi_bounce,2025-10-09,bullish,12:55,,974.7,974.95,974.7,974.95,85,36.54999999999768,129.55,-93.0,RSI5_50,S1,HDFCBANK-EQ,equity,BULL,all
rsi_bounce,2025-10-09,bullish,12:45,,3752.8,3758.3,3752.8,3758.3,22,121.0,109.39,11.61,RSI5_50,S1,LT-EQ,equity,BULL,all
rsi_bounce,2025-10-09,bullish,12:35,,134.33,134.18,134.33,134.18,617,-92.55000000000351,109.53,-202.08,TIME75,S1,SAIL-EQ,equity,BULL,all
rsi_bounce,2025-10-09,bullish,13:40,,2509.5,2511.1,2509.5,2511.1,33,52.799999999997,109.53,-56.73,RSI5_50,S1,HINDUNILVR-EQ,equity,BULL,all
rsi_bounce,2025-10-09,bullish,13:40,,6156.0,6132.0,6156.0,6132.0,13,-312.0,107.27,-419.27,TIME75,S1,DIVISLAB-EQ,equity,BULL,all
rsi_bounce,2025-10-10,bullish,10:25,,542.0,541.95,542.0,541.95,153,-7.649999999993042,109.59,-117.24,RSI5_50,S1,JSWENERGY-EQ,equity,BULL,all
rsi_bounce,2025-10-10,bullish,10:45,,6123.5,6130.5,6123.5,6130.5,13,91.0,107.14,-16.14,RSI5_50,S1,DIVISLAB-EQ,equity,BULL,all
rsi_bounce,2025-10-10,bullish,10:35,,7675.0,7683.0,7675.0,7683.0,10,80.0,104.99,-24.99,RSI5_50,S1,APOLLOHOSP-EQ,equity,BULL,all
rsi_bounce,2025-10-10,bullish,10:42,,5867.5,5867.5,5867.5,5867.5,14,0.0,109.01,-109.01,RSI5_50,S1,BRITANNIA-EQ,equity,BULL,all
rsi_bounce,2025-10-10,bullish,11:40,,2340.1,2344.6,2340.1,2344.6,35,157.5,108.9,48.6,RSI5_50,S1,ASIANPAINT-EQ,equity,BULL,all
rsi_bounce,2025-10-10,bullish,11:25,,12262.0,12263.0,12262.0,12263.0,6,63.0,122.56,-59.56,RSI5_50,S1,ULTRACEMCO-EQ,equity,BULL,all
rsi_bounce,2025-10-10,bullish,11:40,,132.82,133.0,132.82,133.0,624,112.32000000000426,109.62,2.7,RSI5_50,S1,SAIL-EQ,equity,BULL,all
rsi_bounce,2025-10-10,bullish,12:00,,384.7,384.8,384.7,384.8,215,21.50000000000489,109.45,-87.95,RSI5_50,S1,COALINDIA-EQ,equity,BULL,all
rsi_bounce,2025-10-10,bullish,12:40,,2007.0,2007.0,2007.0,2007.0,41,0.0,109.12,-109.12,RSI5_50,S1,BAJAJFINSV-EQ,equity,BULL,all
rsi_bounce,2025-10-10,bullish,12:10,,2466.47,2466.18,2466.47,2466.18,33,-9.5699999999988,108.44,-118.01,RSI5_50,S1,ADANIENT-EQ,equity,BULL,all
rsi_bounce,2025-10-10,bullish,13:10,,3552.1,3552.4,3552.1,3552.4,23,6.900000000004184,108.68,-101.78,RSI5_50,S1,TITAN-EQ,equity,BULL,all
rsi_15min,2025-10-10,bullish,11:22,,5867.5,5875.0,5867.5,5875.0,14,105.0,109.06,-4.06,S3_RSI50,S3,BRITANNIA-EQ,equity,BULL,all
rsi_15min,2025-10-10,bullish,13:30,,7681.0,7662.0,7681.0,7662.0,10,-190.0,104.9,-294.9,S3_EXIT,S3,APOLLOHOSP-EQ,equity,BULL,all
rsi_15min,2025-10-10,bullish,14:20,,288.65,288.65,288.65,288.65,287,0.0,109.54,-109.54,S3_EXIT,S3,POWERGRID-EQ,equity,BULL,all
rsi_bounce,2025-10-13,bullish,10:20,,2344.5,2347.7,2344.5,2347.7,35,111.99999999999363,108.99,3.01,RSI5_50,S1,ASIANPAINT-EQ,equity,BULL,all
rsi_bounce,2025-10-13,bullish,10:30,,7691.5,7689.5,7691.5,7689.5,10,-20.0,105.06,-125.06,RSI5_50,S1,APOLLOHOSP-EQ,equity,BULL,all
rsi_bounce,2025-10-13,bullish,10:25,,3009.3,3004.2,3009.3,3004.2,27,-137.70000000000982,108.27,-245.97,RSI5_50,S1,TCS-EQ,equity,BULL,all
rsi_bounce,2025-10-13,bullish,10:20,,2505.9,2498.7,2505.9,2498.7,33,-237.600000000009,109.31,-346.91,TIME75,S1,HINDUNILVR-EQ,equity,BULL,all
rsi_bounce,2025-10-13,bullish,11:20,,173.53,173.61,173.53,173.61,478,38.24000000000598,109.63,-71.39,RSI5_50,S1,IRCON-EQ,equity,BULL,all
rsi_bounce,2025-10-13,bullish,11:25,,760.45,759.9,760.45,759.9,109,-59.950000000007435,109.55,-169.5,RSI5_50,S1,INDUSINDBK-EQ,equity,BULL,all
rsi_bounce,2025-10-13,bullish,11:48,,12166.0,12176.0,12166.0,12176.0,6,60.0,102.15,-42.15,RSI5_50,S1,ULTRACEMCO-EQ,equity,BULL,all
rsi_bounce,2025-10-13,bullish,12:05,,1946.6,1951.4,1946.6,1951.4,42,201.60000000000764,108.81,92.79,RSI5_50,S1,BHARTIARTL-EQ,equity,BULL,all
rsi_bounce,2025-10-13,bullish,12:33,,2791.6,2793.0,2791.6,2793.0,29,40.60000000000264,108.13,-67.53,RSI5_50,S1,GRASIM-EQ,equity,BULL,all
rsi_bounce,2025-10-13,bullish,12:40,,541.65,542.85,541.65,542.85,153,183.60000000000696,129.64,53.96,RSI5_50,S1,JSWENERGY-EQ,equity,BULL,all
rsi_bounce,2025-10-13,bullish,12:25,,1118.3,1114.6,1118.3,1114.6,74,-273.80000000000337,109.34,-383.14,RSI5_50,S1,TATACONSUM-EQ,equity,BULL,all
rsi_bounce,2025-10-13,bullish,13:05,,286.2,286.15,286.2,286.15,290,-14.500000000003297,109.65,-124.15,RSI5_50,S1,POWERGRID-EQ,equity,BULL,all
rsi_bounce,2025-10-13,bullish,13:58,,12158.0,12171.0,12158.0,12171.0,6,78.0,102.13,-24.13,RSI5_50,S1,ULTRACEMCO-EQ,equity,BULL,all
rsi_15min,2025-10-13,bullish,11:15,,1442.2,1441.5,1442.2,1441.5,57,-39.90000000000259,109.03,-148.93,S3_RSI50,S3,TECHM-EQ,equity,BULL,all
rsi_15min,2025-10-13,bullish,11:25,,380.9,381.95,380.9,381.95,217,227.85000000000247,109.5,118.35,S3_RSI50,S3,COALINDIA-EQ,equity,BULL,all
rsi_15min,2025-10-13,bullish,11:25,,6955.0,6945.0,6955.0,6945.0,11,-110.0,104.72,-214.72,S3_TIME75,S3,EICHERMOT-EQ,equity,BULL,all
rsi_bounce,2025-10-14,bullish,10:20,,1379.0,1379.9,1379.0,1379.9,60,54.00000000000546,109.49,-55.49,RSI5_50,S1,ICICIBANK-EQ,equity,BULL,all
rsi_bounce,2025-10-14,bullish,10:15,,541.9,537.75,541.9,537.75,153,-634.9499999999965,109.28,-744.23,TIME75,S1,JSWENERGY-EQ,equity,BULL,all
rsi_bounce,2025-10-14,bullish,10:20,,2994.4,2976.8,2994.4,2976.8,27,-475.19999999999754,107.8,-583.0,TIME75,S1,TCS-EQ,equity,BULL,all
rsi_bounce,2025-10-14,bullish,10:25,,397.9,397.75,397.9,397.75,208,-31.19999999999527,109.46,-140.66,RSI5_50,S1,ITC-EQ,equity,BULL,all
rsi_bounce,2025-10-14,bullish,11:30,,744.65,743.75,744.65,743.75,111,-99.89999999999748,109.34,-209.24,RSI5_50,S1,INDUSINDBK-EQ,equity,BULL,all
rsi_bounce,2025-10-14,bullish,11:35,,130.08,129.02,130.08,129.02,638,-676.2800000000015,109.32,-785.6,TIME75,S1,SAIL-EQ,equity,BULL,all
rsi_bounce,2025-10-14,bullish,11:35,,12061.0,12045.0,12061.0,12045.0,6,-96.0,101.6,-197.6,TIME75,S1,ULTRACEMCO-EQ,equity,BULL,all
rsi_bounce,2025-10-14,bullish,12:45,,1372.0,1372.3,1372.0,1372.3,60,17.99999999999727,109.15,-91.15,RSI5_50,S1,RELIANCE-EQ,equity,BULL,all
rsi_bounce,2025-10-14,bullish,13:40,,2769.1,2771.5,2769.1,2771.5,29,69.60000000000264,107.65,-38.05,RSI5_50,S1,GRASIM-EQ,equity,BULL,all
rsi_bounce,2025-10-14,bullish,13:20,,397.6,397.4,397.6,397.4,208,-41.60000000000946,109.41,-151.01,RSI5_50,S1,ITC-EQ,equity,BULL,all
rsi_15min,2025-10-14,bullish,11:35,,1375.9,1377.0,1375.9,1377.0,60,65.99999999999454,109.35,-43.35,S3_RSI50,S3,ICICIBANK-EQ,equity,BULL,all
rsi_15min,2025-10-14,bullish,11:35,,669.45,668.75,669.45,668.75,123,-86.1000000000056,109.11,-195.21,S3_TIME75,S3,SHRIRAMFIN-EQ,equity,BULL,all
rsi_15min,2025-10-14,bullish,11:35,,2976.8,2964.2,2976.8,2964.2,27,-340.2000000000098,107.51,-447.71,S3_TIME75,S3,TCS-EQ,equity,BULL,all
rsi_15min,2025-10-14,bullish,13:55,,263.8,264.4,263.8,264.4,314,188.3999999999893,109.62,78.78,S3_RSI50,S3,BANKBARODA-EQ,equity,BULL,all
rsi_bounce,2025-10-15,bullish,10:35,,1549.3,1550.9,1549.3,1550.9,53,84.80000000000723,109.03,-24.23,RSI5_50,S1,CIPLA-EQ,equity,BULL,all
rsi_bounce,2025-10-15,bullish,11:45,,1546.8,1548.5,1546.8,1548.5,53,90.10000000000241,108.93,-18.83,RSI5_50,S1,CIPLA-EQ,equity,BULL,all
rsi_bounce,2025-10-15,bullish,11:44,,1115.0,1115.4,1115.0,1115.4,74,29.60000000000673,109.29,-79.69,RSI5_50,S1,TATACONSUM-EQ,equity,BULL,all
rsi_bounce,2025-10-15,bullish,12:15,,2516.9,2517.2,2516.9,2517.2,32,9.599999999991269,107.81,-98.21,RSI5_50,S1,HINDUNILVR-EQ,equity,BULL,all
rsi_bounce,2025-10-15,bullish,12:40,,1653.9,1653.8,1653.9,1653.8,50,-5.000000000006821,109.43,-114.43,RSI5_50,S1,SUNPHARMA-EQ,equity,BULL,all
rsi_bounce,2025-10-15,bullish,12:50,,5555.0,5556.0,5555.0,5556.0,14,14.0,105.72,-91.72,RSI5_50,S1,LTM-EQ,equity,BULL,all
rsi_bounce,2025-10-15,bullish,13:30,,3525.0,3532.3,3525.0,3532.3,23,167.90000000000418,108.29,59.61,RSI5_50,S1,TITAN-EQ,equity,BULL,all
rsi_bounce,2025-10-15,bullish,13:10,,5809.5,5819.5,5809.5,5819.5,14,140.0,108.47,31.53,RSI5_50,S1,BRITANNIA-EQ,equity,BULL,all
rsi_15min,2025-10-15,bullish,14:25,,1373.8,1373.5,1373.8,1373.5,60,-17.99999999999727,109.22,-127.22,S3_EXIT,S3,RELIANCE-EQ,equity,BULL,all
rsi_bounce,2025-10-16,bullish,10:15,,340.2,340.75,340.2,340.75,243,133.65000000000276,109.46,24.19,RSI5_50,S1,NTPC-EQ,equity,BULL,all
rsi_bounce,2025-10-16,bullish,10:20,,1230.8,1233.6,1230.8,1233.6,67,187.59999999999695,109.34,78.26,RSI5_50,S1,DRREDDY-EQ,equity,BULL,all
rsi_bounce,2025-10-16,bullish,10:20,,290.85,291.15,290.85,291.15,285,85.49999999998704,109.62,-24.12,RSI5_50,S1,POWERGRID-EQ,equity,BULL,all
rsi_bounce,2025-10-16,bullish,10:45,,2949.1,2949.3,2949.1,2949.3,28,5.60000000000764,109.34,-103.74,RSI5_50,S1,TCS-EQ,equity,BULL,all
rsi_bounce,2025-10-16,bullish,10:30,,1187.0,1191.9,1187.0,1191.9,69,338.1000000000063,108.99,229.11,RSI5_50,S1,AXISBANK-EQ,equity,BULL,all
rsi_bounce,2025-10-16,bullish,10:40,,173.81,173.58,173.81,173.58,477,-109.70999999999512,109.53,-219.24,RSI5_50,S1,IRCON-EQ,equity,BULL,all
rsi_bounce,2025-10-16,bullish,11:50,,982.65,983.35,982.65,983.35,84,58.80000000000382,109.34,-50.54,RSI5_50,S1,HDFCBANK-EQ,equity,BULL,all
rsi_bounce,2025-10-16,bullish,12:00,,1970.7,1972.0,1970.7,1972.0,42,54.59999999999809,109.5,-54.9,RSI5_50,S1,BHARTIARTL-EQ,equity,BULL,all
rsi_bounce,2025-10-16,bullish,11:55,,1559.1,1559.8,1559.1,1559.8,53,37.10000000000241,109.39,-72.29,RSI5_50,S1,CIPLA-EQ,equity,BULL,all
rsi_bounce,2025-10-16,bullish,13:00,,1474.0,1479.8,1474.0,1479.8,56,324.79999999999745,129.47,195.33,RSI5_50,S1,ADANIPORTS-EQ,equity,BULL,all
rsi_bounce,2025-10-16,bullish,12:35,,1189.0,1190.1,1189.0,1190.1,69,75.89999999999372,108.96,-33.06,RSI5_50,S1,AXISBANK-EQ,equity,BULL,all
rsi_bounce,2025-10-16,bullish,13:15,,2841.2,2847.0,2841.2,2847.0,29,118.90000000000373,129.28,-10.38,RSI5_50,S1,GRASIM-EQ,equity,BULL,all
rsi_bounce,2025-10-16,bullish,13:40,,340.75,340.85,340.75,340.85,243,24.300000000005525,109.52,-85.22,RSI5_50,S1,NTPC-EQ,equity,BULL,all
rsi_15min,2025-10-16,bullish,11:20,,16240.0,16236.0,16240.0,16236.0,5,-20.0,108.3,-128.3,S3_RSI50,S3,MARUTI-EQ,equity,BULL,all
rsi_15min,2025-10-16,bullish,11:19,,610.0,611.0,610.0,611.0,136,136.0,109.68,26.32,S3_RSI50,S3,NAVA-EQ,equity,BULL,all
rsi_15min,2025-10-16,bullish,11:35,,1064.25,1061.55,1064.25,1061.55,77,-207.9000000000035,108.77,-316.67,S3_TIME75,S3,BAJFINANCE-EQ,equity,BULL,all
rsi_bounce,2025-10-17,bullish,10:15,,170.09,169.61,170.09,169.61,487,-233.75999999999502,109.42,-343.18,RSI5_50,S1,IRCON-EQ,equity,BULL,all
rsi_bounce,2025-10-17,bullish,10:35,,169.61,169.76,169.61,169.76,489,73.34999999998888,109.64,-36.29,RSI5_50,S1,IRCON-EQ,equity,BULL,all
rsi_bounce,2025-10-17,bullish,10:40,,542.8,542.9,542.8,542.9,152,15.200000000003456,109.28,-94.08,RSI5_50,S1,JSWENERGY-EQ,equity,BULL,all
rsi_bounce,2025-10-17,bullish,10:30,,130.41,130.57,130.41,130.57,636,101.75999999999783,109.66,-7.9,RSI5_50,S1,SAIL-EQ,equity,BULL,all
rsi_bounce,2025-10-17,bullish,11:45,,1201.2,1203.1,1201.2,1203.1,69,131.0999999999906,109.63,21.47,RSI5_50,S1,AXISBANK-EQ,equity,BULL,all
rsi_bounce,2025-10-17,bullish,11:50,,12313.0,12305.0,12313.0,12305.0,6,33.0,122.77,-89.77,RSI5_50,S1,ULTRACEMCO-EQ,equity,BULL,all
rsi_bounce,2025-10-17,bullish,11:45,,9127.0,9132.5,9127.0,9132.5,9,49.5,109.04,-59.54,TIME75,S1,BAJAJ-AUTO-EQ,equity,BULL,all
rsi_bounce,2025-10-17,bullish,12:55,,1423.0,1424.8,1423.0,1424.8,58,124.800000000002,129.36,-4.56,RSI5_50,S1,ICICIBANK-EQ,equity,BULL,all
rsi_bounce,2025-10-17,bullish,13:00,,541.0,541.5,541.0,541.5,153,76.5,109.51,-33.01,RSI5_50,S1,JSWENERGY-EQ,equity,BULL,all
rsi_bounce,2025-10-17,bullish,12:40,,1442.5,1437.0,1442.5,1437.0,57,-313.5,108.91,-422.41,TIME75,S1,INFY-EQ,equity,BULL,all
rsi_bounce,2025-10-17,bullish,13:55,,1563.1,1564.8,1563.1,1564.8,53,90.10000000000241,109.59,-19.49,RSI5_50,S1,CIPLA-EQ,equity,BULL,all
rsi_bounce,2025-10-17,bullish,13:20,,386.0,385.9,386.0,385.9,215,-21.50000000000489,109.64,-131.14,RSI5_50,S1,COALINDIA-EQ,equity,BULL,all
rsi_15min,2025-10-17,bullish,14:15,,5602.0,5591.5,5602.0,5591.5,14,-147.0,106.15,-253.15,S3_EXIT,S3,LTM-EQ,equity,BULL,all
rsi_bounce,2025-10-20,bullish,10:30,,245.89,246.0,245.89,246.0,337,37.0700000000046,109.57,-72.5,RSI5_50,S1,ONGC-EQ,equity,BULL,all
rsi_bounce,2025-10-20,bullish,10:30,,167.54,167.95,167.54,167.95,495,202.9499999999983,109.71,93.24,RSI5_50,S1,IRCON-EQ,equity,BULL,all
rsi_bounce,2025-10-20,bullish,10:45,,741.9,742.5,741.9,742.5,111,66.60000000000252,109.19,-42.59,RSI5_50,S1,HDFCLIFE-EQ,equity,BULL,all
rsi_bounce,2025-10-20,bullish,11:10,,5619.0,5626.0,5619.0,5626.0,14,98.0,106.43,-8.43,RSI5_50,S1,LTM-EQ,equity,BULL,all
rsi_bounce,2025-10-20,bullish,10:50,,1006.3,1003.95,1006.3,1003.95,82,-192.69999999999254,109.18,-301.88,RSI5_50,S1,HDFCBANK-EQ,equity,BULL,all
rsi_bounce,2025-10-20,bullish,11:50,,6086.5,6104.5,6086.5,6104.5,13,234.0,106.84,127.16,RSI5_50,S1,BRITANNIA-EQ,equity,BULL,all
rsi_bounce,2025-10-20,bullish,12:20,,2856.9,2856.9,2856.9,2856.9,29,0.0,109.54,-109.54,RSI5_50,S1,GRASIM-EQ,equity,BULL,all
rsi_bounce,2025-10-20,bullish,12:25,,1687.6,1688.5,1687.6,1688.5,49,44.10000000000446,109.45,-65.35,RSI5_50,S1,SUNPHARMA-EQ,equity,BULL,all
rsi_bounce,2025-10-20,bullish,12:00,,288.7,288.3,288.7,288.3,287,-114.79999999999347,109.49,-224.29,RSI5_50,S1,POWERGRID-EQ,equity,BULL,all
rsi_bounce,2025-10-20,bullish,13:55,,1458.0,1457.4,1458.0,1457.4,56,-33.59999999999491,108.62,-142.22,RSI5_50,S1,INFY-EQ,equity,BULL,all
rsi_15min,2025-10-20,bullish,11:30,,2511.7,2514.7,2511.7,2514.7,33,99.0,109.62,-10.62,S3_RSI50,S3,ASIANPAINT-EQ,equity,BULL,all
